找到 1 个数据文件

开始处理 ../../data/raw/pubmed_incremental_2026-03-31.json ...
✗ 导入失败 Nociceptor-derived CGRP enhances dermal type I conventional : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060174360c7ba22cbcbef0b3ad5a364f1d5ffd4d534385b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Regional variation of and association of US birthplace with : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214298b47c0529c98d6cfd28de18ec7839083be7b0ad', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Immune responses in a mouse model of vitiligo with spontaneo: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214315657765fc6300cdd4e93f5ef1ddfe5d42f46b7c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Analysis of oxidative stress status, catalase and catechol-O: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021433142de8e8690a59136303db9f7aadcef948c5128', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Enhanced bleaching treatment: opportunities for immune-assis: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214347887d0d51504e693424d4c44516d007e1f3d2d7', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Association of the 389 C/T polymorphism of the catalase gene: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214365c74f56d5c7946375a459cfa18fafa0965b83b0', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The effects of galangin on a mouse model of vitiligo induced: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214382c2dd50d19df53a1cf97de1fb7620a49a3b737f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Polarization-sensitive hyperspectral imaging in vivo: a mult: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214404fc7b414ede9ab35234ab808cc92596bc34b11f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Topical delivery of clobetasol propionate loaded microemulsi: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021442518cc8b35e794a1d5ce66758b690d3ae16870b1', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Inflammasome activation and vitiligo/nonsegmental vitiligo p: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602144533cf615ac2c98f7e6dbb140b1d7a15eab3d8f6b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A comprehensive association analysis confirms ZMIZ1 to be a : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214473733c206be9a616510b3bf6852f06ffdebb05a8', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Pediatric vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214489c39de932c80668fd2a4cb89c9f97a20d38b29f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Circulating autoantibodies and autoimmune comorbidities in v: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602145054b09b8175a46b11eb7384672dbc0d4c38fa2ad', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Novel topical cream delivers safe and effective sunlight the: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214521ad114934056b0c06cfdb66f2980f6adc193ad1', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Decreased copper and zinc in sera of Chinese vitiligo patien: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214555ff2da6cb399670ec1db3090ce598335b4571f5', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Serum miRNA expression profiles change in autoimmune vitilig: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602145727fa2ee3d7fbb71d5b51dbedad605a21e713a9b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A quantitative increase in regulatory T cells controls devel: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602145891549c1a8259f4ab1e99092b4a0e36827d58740', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Tumor necrosis factor B (TNFB) genetic variants and its incr: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021460797020cfb0cf797d17843ab594b7019d1650f84', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Association of glutathione S-transferase M1/T1 polymorphisms: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214625abc63b75a61d766eeaf0ad24ad7ae716222c76', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Efficacy of levamisole for the treatment of slow spreading v: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021464286599b1c0b236750c2ee79774ecf16d3bd0a19', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Prognostic value of ophthalmic artery color Doppler sonogra: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214672887d0d51504e693424d4c44516d007e15c3058', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Classification and comparative study of vitiligo in Southeas: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602146930d1cf14ace2967aad8e4a3eaf61373d9cac95b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Surgical interventions for vitiligo: an evidence-based revie: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214714c737b75ff511374f96d5261fe3ffed00520181', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Prevalence of vitiligo among type 2 diabetic patients in an : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214730b865ac9030da8c2fc4c770840cba587745c64a', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A study of clinical profiles of vitiligo in different ages: : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214750dd742fe08f96381a9e3cd447cf1b9ac3b5aa20', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo and alopecia areata: apples and oranges?: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214767721bb7768079fe610da21754a175da551dc607', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Role of macrophage infiltration in successful repigmentation: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602147853dd22320d193e6ce2532acbb53d99b5fc6cf85', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 In vitro evaluation of a novel topical cream for vitiligo an: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602148088f2bceb731b8edfa7b9ded3d81aaad9d598015', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Deterioration of vitiligo and new onset of halo naevi observ: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602148256d9f60949772f201f97c75c8f7e6aaf5ed4ec9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The role of tumor necrosis factor-α in the pathogenesis of v: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214844b708cc798e79809ada0fe936498380f8e322ea', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Effect of age at onset on disease characteristics in vitilig: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214860bf18d587e2f99cd9673501e40cd288943f2c4f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 An objective assessment of melanin in vitiligo skin treated : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214880ffd6d08e8192510415774e4ce7b4ef897ca6f7', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Cumulative life course impairment in vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021489710d0a5a24b569280b1f19b75cda1de37947052', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A central role for inducible heat-shock protein 70 in autoim: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602149191549c1a8259f4ab1e99092b4a0e36827a9a9e8', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Stimulated human melanocytes express and release interleukin: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602149387f8714f4728b95a72bdcf2a76966feb579eee7', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Melanocyte-specific CD8+ T cells are associated with epiderm: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214958d7af947c1ba7087bbc51da73d8efb12c57c680', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 T helper and regulatory T cell cytokine profile in active, s: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060214980a65bb9cc875deec710c23fb9efaa4f4b611c8a', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Modern vitiligo genetics sheds new light on an ancient disea: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021499741276ece06ab9b2800a5f456ae4f55a7158fb2', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Basic evidence for epidermal H2O2/ONOO(-)-mediated oxidation: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215014721bb7768079fe610da21754a175da55208856', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The effectiveness of early treatment in segmental vitiligo: : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215031cb1021ee4195f5391b444bb7c7eb4d07170d74', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Guidelines for the diagnosis and treatment of vitiligo in Ja: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215052cb1021ee4195f5391b444bb7c7eb4d07f30ef6', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Genetic variants of the APE1 gene and the risk of vitiligo i: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602150693637ff96f701bcfa7e2aa5f02834aee9240006', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Development and validation of the K-VSCOR for scoring Koebne: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602150864ec1b4d7da5ca39dabbba86be16bea3c3624ce', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Evaluation of serum 25-hydroxyvitamin D levels in vitiligo p: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021510323e161740dedcf4b85605f5fdbc454b7aa77e5', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dermatology life quality index scores in children with vitil: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215120669e3fd9faff6956fed4530151980f027ab138', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Childhood vitiligo: clinicoepidemiologic profile of 268 chil: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215137862b320fedb5acedb2c0c7ad2efa244a8cf8b8', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo management strategy in Jeddah, Saudi Arabia as repo: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215161ccf5b8319d03f62f675ca8fce44c02e7cee09f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Goodbye warts, hello vitiligo: Candida antigen-induced depig: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021517900b9da5c073300d5ca34dd1925c6447b648929', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Transcriptome analysis reveals markers of aberrantly activat: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602152043b744fffeb88c418a31726ba8a0f731c100b91', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Metabolic syndrome in vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215223b27d07d4a31e534f61104e57109d4de5b45db1', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Review of current clinical studies of vitiligo treatments.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215240e330748831ff61c2ef292d95f5896a2ec87748', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Laser-assisted depigmentation for resistant vitiligo: a retr: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215262a72acf3a665d5dc07fc94570c0faad795b8c82', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Immunological basis of melanoma-associated vitiligo-like dep: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215278a5aa36059f80f26ea1c5566ca28d76a21d7705', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Therapeutic roles of curcumin: lessons learned from clinical: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215299b7e0a86771f3aae54bdc5a127ef95baaefe3b0', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 What is the burden of living with autoimmune polyendocrinopa: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215316c39de932c80668fd2a4cb89c9f97a20da64969', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Diagnostics and treatment of polyglandular syndrome of adul: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021533385a2895c3c7af348203da6589a4be312d573da', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Efficacy and safety of autologous cultured melanocytes deliv: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021535328a04e35a69bbadd2802274f74f3d7f0a058e1', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Topical delivery of clobetasol propionate loaded microemulsi: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215370b23cf76da18c9ebaf41773f9bff9ee59befa97', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Intelligent bioengineering in vitiligo treatment: transderma: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215390b786245abeed7e2e08a64d817f8b1331fc10de', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Associations between skin diseases and quality of life: a co: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215411c39de932c80668fd2a4cb89c9f97a20d69554f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Systemic PUVA vs. narrowband UVB in the treatment of vitilig: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215429ab43917c8feaaa886c8b7a1d23b0964eeaa9c1', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Subtoxic levels hydrogen peroxide-induced expression of inte: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215446ad6d02963213347b057060fbbbcb7e2ec0e676', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Serum homocysteine, vitamin B12, folic acid levels and methy: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215463f1d695eca3dfe97a619875923d1ba684994b4f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The effectiveness of therapeutic interventions on quality of: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215479862b320fedb5acedb2c0c7ad2efa244a89e1d0', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dermatologic manifestations of endocrine disorders.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602154953f557f99638b5e18fc2ec2d6c4abb5d2229032', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Systemic analyses of immunophenotypes of peripheral T cells : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021551260c4782a404485f424bd14ade1b062dfb206e2', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Evaluation of the effect of disease duration in generalized : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215534b27d07d4a31e534f61104e57109d4de5e15217', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Study of CCN3 (NOV) and DDR1 in normal melanocytes and vitil: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602155511320632cf1f6f6cd86ae22b2b545fc703bce3c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Detection of plasma and urinary monoamines and their metabol: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021557006a9ddacc34765855f5d3132a5b7606a98e3ed', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Revised classification/nomenclature of vitiligo and related : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215587ae7bf6debfc52776b185d407ab3df5e794c272', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Association of halo nevus/i and vitiligo in childhood: a ret: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602156045f58b4b9fafb5c5ad2de0705d9b0095deba364', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Melanocyte antigen-specific antibodies cannot be used as mar: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215620e330748831ff61c2ef292d95f5896a2eac6265', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dermatology Life Quality Index score in vitiligo patients: a: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602156402aeba565d1fa3858c8d03909a5d821c235a198', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Study of clinical, biochemical and immunological factors det: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215657134a33f22921f0bc01c0430890f5ffa3188974', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Sox10 is expressed in primary melanocytic neoplasms of vario: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602156737fa2ee3d7fbb71d5b51dbedad605a21e19e925', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Effect of zibuganshenfang on the expression and activity of: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215690a292fc2ba91e79c594f032f5a64a4fe02648f9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Clinical pattern of vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215706424014be7fb1051365f1445eef4e47ea77197e', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dermatologic manifestations of hepatitis C infection and the: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021572213cd19b8248bb16f5011478de87d871452018c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Non-cultured epidermal suspension in vitiligo: from laborato: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215738a72acf3a665d5dc07fc94570c0faad79ed0bc6', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Serum holotranscobalamine, vitamin B12, folic acid and homoc: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602157598a19896b73d11c4c69de3a5f6b1ce381f5705c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo-epidemiological study of 4134 patients at the Natio: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215775aa3b7c876fa2c4c5941b22c2c21bbc097fce0f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Control of central and peripheral tolerance to melanocyte di: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021579117b2b5c03bac6bf21e84d506fe57bc6f2fc499', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Basic fibroblast growth factor and tumour necrosis factor al: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060215807cf54c201c44486b3ad39607589880b4616e570', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Pregnancy outcome in women with vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506021582468d44c5a45de4f1e59cc8a01ee3524bcca097b', 'param': '', 'type': 'Not Found'}}
